ID,Video_ID,Comment,comment_fr,Name 
8056,Y7RHuWOgCTQ,"Fotsing Nzodjou coupe trop la parole de ses copanélistes, c'est très pénible.","Fotsing Nzodjou coupe trop la parole de ses copanélistes, c'est très pénible.",Serge Ewane
3311,9pQ5J9_g2vw,le Cameroun me dépasse avec les drames 😥,le Cameroun me dépasse avec les drames 😥,Ben Hassan
5876,Bubr57wmNMw,Que ce cadavre rdpciste ne s'inquiète pas nous allons sortir et en masse plus que jamais et notres police n'arrêtera plus personne ou ne partira avec personne quand 10 personnes ce mettra sur un policier nous verrons la suite,Que ce cadavre rdpciste ne s'inquiète pas nous allons sortir et en masse plus que jamais et notres police n'arrêtera plus personne ou ne partira avec personne quand 10 personnes ce mettra sur un policier nous verrons la suite,Cedric Sougang
9117,RpvuKuDEN9g,Qu'elle que soit le débat Maître Teguem  sens brouille toujours tellement il veut a tout prix donner raison à l'état il espère toujours une nomination il aimerait bien-être nommé Ministre comme son confinés Jean de Dieu Dieu momo mais à mon avis le président ne le calcule même pas le jour que le gouvernement changera  il aura l'intérêt de prendre ses poudres  desqaunpetes par honte,Qu'elle que soit le débat Maître Teguem  sens brouille toujours tellement il veut a tout prix donner raison à l'état il espère toujours une nomination il aimerait bien-être nommé Ministre comme son confinés Jean de Dieu Dieu momo mais à mon avis le président ne le calcule même pas le jour que le gouvernement changera  il aura l'intérêt de prendre ses poudres  desqaunpetes par honte,Cyrille Nzouda
1812,1SyGbvoIKWg,Bonne observations . L Etat devrait prélevé les impôts surtout pour les petits et moyens entreprise par rapport au bénéfice de l entreprise.,Bonne observations . L Etat devrait prélevé les impôts surtout pour les petits et moyens entreprise par rapport au bénéfice de l entreprise.,Charles Ndonzeu
9521,7AWxv6uBo2E,"Est-il vrai que Charles Armel Mbatchou a été suspendu d'Antenne? Quelqu’un sur le panel l'a lâché hier sur le plateau du debrief....., sans toutefois donner le nom du journaliste de Equinox suspendu. Qu'en est-il exactement? Vos fans ont le droit de savoir. .","Est-il vrai que Charles Armel Mbatchou a été suspendu d'Antenne? Quelqu’un sur le panel l'a lâché hier sur le plateau du debrief....., sans toutefois donner le nom du journaliste de Equinox suspendu. Qu'en est-il exactement? Vos fans ont le droit de savoir. .",Cyrille Nzouda
2967,buUz-HTlvZE,Regarder mitterand francois la bouille d'un bandit..  Mitterand fut trop fache et l'esprit de vengence. Une seule phrase asselee le kamerun. La France l'ayant porte à  bout de bras... tres vrai.,Regarder mitterand francois la bouille d'un bandit..  Mitterand fut trop fache et l'esprit de vengence. Une seule phrase asselee le kamerun. La France l'ayant porte à  bout de bras... tres vrai.,International Tchatcho
1111,4WKINPHxLPg,Salut les amis du Cameroum,Salut les amis du Cameroum,Charles Ndonzeu
4299,LjOcyxdy48s,🤣🤣🤣🤣 wèe le RDPipi 🤦🏾‍♂️🤦🏾‍♂️,🤣🤣🤣🤣 wèe le RDPipi 🤦🏾‍♂️🤦🏾‍♂️,Tchango International
3689,uzI3eUmFTos,"If you sent your children to school , you are saying that southern kameroons that have died those who have been luck up ? Where not fighting for you. If you fight and  run away . You live to fight another day.","If you sent your children to school , you are saying that southern kameroons that have died those who have been luck up ? Where not fighting for you. If you fight and  run away . You live to fight another day.",Ben Hassan
8189,Ffvr3zUyqpk,"Why is it difficult for some people to understand this 2 people English nd French can't live together but only as good nabours. Ghana nd Togo has families on both sides, 're they not living happily?. Why is it deferend in the both Cameroons?. France is only interested in the resources nothing more.","Why is it difficult for some people to understand this 2 people English nd French can't live together but only as good nabours. Ghana nd Togo has families on both sides, 're they not living happily?. Why is it deferend in the both Cameroons?. France is only interested in the resources nothing more.",Serge Ewane
3458,cPL4It9oOho,✌️✌️✌️😊,✌️✌️✌️😊,Ben Hassan
9428,yZG2ZUgixOY,un pays bizarre et sale,un pays bizarre et sale,Cyrille Nzouda
2080,RYIrTl5x-24,Felix René Ekoulle tu es et demeures quelqu'un de bien. Bref tu es un beau père en or.,Felix René Ekoulle tu es et demeures quelqu'un de bien. Bref tu es un beau père en or.,International Tchatcho
4904,lF_azpY0IOs,Merci beaucoup Mme Kah Walllah pour ce combat louable que vous menez depuis tres longtemps pour un Cameroun nouveau. Lorsque je vous ecoute j ai espoir d un lendemain meilleur pour pour cher et beau pays.,Merci beaucoup Mme Kah Walllah pour ce combat louable que vous menez depuis tres longtemps pour un Cameroun nouveau. Lorsque je vous ecoute j ai espoir d un lendemain meilleur pour pour cher et beau pays.,Tchango International
4135,w8LzC_aSjSc,Guy zogo fait un effort avec tes vestes t-shirt là,Guy zogo fait un effort avec tes vestes t-shirt là,Tchango International
1011,pqxJ5tZ9LE8,Donc équinoxe aussi pouvait faire les choses de vision 4 😂😂 et je vois les mêmes gens qui passent leur temps à reprocher vision 4 sur ce type de pratique venir applaudir quand il s'agit d'équinoxe. Allons seulement,Donc équinoxe aussi pouvait faire les choses de vision 4 😂😂 et je vois les mêmes gens qui passent leur temps à reprocher vision 4 sur ce type de pratique venir applaudir quand il s'agit d'équinoxe. Allons seulement,Charles Ndonzeu
3312,9pQ5J9_g2vw,Couverture des élections en Côte-d’Ivoire très décevante à la limite partisane. Vous vous êtes limités à Abidjan sans même parler des fraudes massives qui tournent pourtant en boucle sur le RS. Vous faites du Afrique média qui se limite à Conakry et dit couvrir les élections.,Couverture des élections en Côte-d’Ivoire très décevante à la limite partisane. Vous vous êtes limités à Abidjan sans même parler des fraudes massives qui tournent pourtant en boucle sur le RS. Vous faites du Afrique média qui se limite à Conakry et dit couvrir les élections.,Ben Hassan
8817,b1Gk1LOBGOw,Ce n'est que dans les bars qu'ils vont trouver clients pour tuer ! Si non ça ne marchera pas !,Ce n'est que dans les bars qu'ils vont trouver clients pour tuer ! Si non ça ne marchera pas !,Serge Ewane
3208,Lho8tFLF9FQ,Anglophones people them not dey hear french so speak broken English or pigin my brotha,Anglophones people them not dey hear french so speak broken English or pigin my brotha,Ben Hassan
4046,rW46kCTzwig,100%100 Fidel auditeur de votre station,100%100 Fidel auditeur de votre station,Tchango International
5166,HllIHWn3wlY,Bonsoir Le president Paul Biya... non  non SAO non😂😂😂,Bonsoir Le president Paul Biya... non  non SAO non😂😂😂,Cedric Sougang
5562,gmFQByXcL3w,سوف يتقاعد عند جدي,سوف يتقاعد عند جدي,Cedric Sougang
7971,e3UoClh2WGs,"Dr. Luisan Essomba, une étoile, merci d'enlever l'huile de la sardine des têtes des faucons.","Dr. Luisan Essomba, une étoile, merci d'enlever l'huile de la sardine des têtes des faucons.",Merlin Mpoudeu
7250,MQUTTeKj6_8,"La femme épouse l'homme en espérant qu'il change, mais il ne change pas. L'homme épouse la femme en espérant qu'elle ne change pas mais elle devient le caméléon","La femme épouse l'homme en espérant qu'il change, mais il ne change pas. L'homme épouse la femme en espérant qu'elle ne change pas mais elle devient le caméléon",Merlin Mpoudeu
1423,BL4XY_h5KJ4,Feu KANKAN avait dit que que : serrer veut dire mettre en vitesse donc ces milliartivores sont entrain de mettre le vol en vitesse,Feu KANKAN avait dit que que : serrer veut dire mettre en vitesse donc ces milliartivores sont entrain de mettre le vol en vitesse,Charles Ndonzeu
595,StvI_bidMYA,"18:25, Les mèmes problèmes depuis des lustres. Où est passée l'usine de transformation de manioc qui a englouti des milliards d'argent public?","18:25, Les mèmes problèmes depuis des lustres. Où est passée l'usine de transformation de manioc qui a englouti des milliards d'argent public?",Maxime Pouokam
8277,rtmeCe1lZ1Y,This CPDM guy should stop spreading untruths. I live in Florida. Stop the manipulation when people are losing everything they got because the government has not done its job.,This CPDM guy should stop spreading untruths. I live in Florida. Stop the manipulation when people are losing everything they got because the government has not done its job.,Serge Ewane
8923,7khsS4nU-4E,😤😠🤒,😤😠🤒,Serge Ewane
5980,wMJHquLkD3s,"Beaucoups des Camerounais(e )ont la maladi personification,la Manifestation dans la mitiére de leures peur primitives telles que ; les doutes,la malhonnêteté, le mensonge, l'envie, la Jalousie, la cupidité, l'avidite,la méchanceté et etc!
Juste par ce qu'il ne Comprendre pas ce que sais que l'amour de soi, 
Cutiver vos vertu c'est vraiment trés important !
Comments les hommes peut il mépriser leures frére, qu'elle horreur, si c'est  un blanc vous allez  
Criér,pourquoi!manque le discernement!","Beaucoups des Camerounais(e )ont la maladi personification,la Manifestation dans la mitiére de leures peur primitives telles que ; les doutes,la malhonnêteté, le mensonge, l'envie, la Jalousie, la cupidité, l'avidite,la méchanceté et etc!
Juste par ce qu'il ne Comprendre pas ce que sais que l'amour de soi, 
Cutiver vos vertu c'est vraiment trés important !
Comments les hommes peut il mépriser leures frére, qu'elle horreur, si c'est  un blanc vous allez  
Criér,pourquoi!manque le discernement!",Cedric Sougang
2928,oz3wCvaUPIY,You lost today it's Ova 😂🔥✡️😎,You lost today it's Ova 😂🔥✡️😎,International Tchatcho
8655,bM0QLAGi-KE,"The case of customs visiting fully declared and cleared containers, is a reality hard to swallow. I live that reality on each container.","The case of customs visiting fully declared and cleared containers, is a reality hard to swallow. I live that reality on each container.",Serge Ewane
5743,DP84WZYdBGc,le peuple mélanoderme doit se désaliéner des religions qui viennent d’ailleurs cmt jésus peut être saint hors ce sont ces ancêtres blancs qui ont créé tous les pires choses qui existent. Rapprochez vous de votre culture ancestrale et vous serez comblés,le peuple mélanoderme doit se désaliéner des religions qui viennent d’ailleurs cmt jésus peut être saint hors ce sont ces ancêtres blancs qui ont créé tous les pires choses qui existent. Rapprochez vous de votre culture ancestrale et vous serez comblés,Cedric Sougang
1777,4SWf-Nmcy9Q,je suis d'accord avec carine,je suis d'accord avec carine,Charles Ndonzeu
2641,TDjQWa1Q7CU,Le malheur de ce pays est vraiment trop profond et très inquiétant pour les jours avenir,Le malheur de ce pays est vraiment trop profond et très inquiétant pour les jours avenir,International Tchatcho
2504,xMHUeXOnUV8,"Merci pour votre travail il es primordial pour l'avenir de nôtre pays que les camerounais soit informé des  agissements de nôtre faut gouvernement !! Une fois informé les points seront rajouter sur les (i) es 6 sa c'est pas possible moi je le dis j'informe mon chef de village nous récupérons nôtre royaume le sud est l'est du Cameroun formons un état indépendant là chaque vas dirigé ça terre avec ces compétences es richesse nous sommes pas obligés de reconnaître le Cameroun comme nôtre pays j'ai dit mais rien dit je vais observer le bon déroulement des choses à travers vôtre chaîne s'il y a rien vous allez dirigeants ce pays seule !!    


Fran Biya es venue dans mon village coupé mais arbres il n'a jamais été foutue de construire au moins une école primaire vous parler de quel Cameroun où on vas me volé le richesse de mai père pour le b","Merci pour votre travail il es primordial pour l'avenir de nôtre pays que les camerounais soit informé des  agissements de nôtre faut gouvernement !! Une fois informé les points seront rajouter sur les (i) es 6 sa c'est pas possible moi je le dis j'informe mon chef de village nous récupérons nôtre royaume le sud est l'est du Cameroun formons un état indépendant là chaque vas dirigé ça terre avec ces compétences es richesse nous sommes pas obligés de reconnaître le Cameroun comme nôtre pays j'ai dit mais rien dit je vais observer le bon déroulement des choses à travers vôtre chaîne s'il y a rien vous allez dirigeants ce pays seule !!    


Fran Biya es venue dans mon village coupé mais arbres il n'a jamais été foutue de construire au moins une école primaire vous parler de quel Cameroun où on vas me volé le richesse de mai père pour le b",International Tchatcho
7778,-1wW77soT5I,Le Cameroun lui rend hommage à sa mort alors qu'il ne pensait pas à lui  de son vivant arrêtée votre cinéma,Le Cameroun lui rend hommage à sa mort alors qu'il ne pensait pas à lui  de son vivant arrêtée votre cinéma,Merlin Mpoudeu
1850,9iKZQ-fsVf0,youpi ton ton charle armel!,youpi ton ton charle armel!,Charles Ndonzeu
9562,ZYV0o_6Ez4o,That is my Chaplin at cpc Bali. Ar salute you MOG,That is my Chaplin at cpc Bali. Ar salute you MOG,Cyrille Nzouda
588,StvI_bidMYA,"Il faut refaire les routes avant les postes de payage .
C'est  quoi ces dirigeants qui placent toujours la charrue avant les boeufs","Il faut refaire les routes avant les postes de payage .
C'est  quoi ces dirigeants qui placent toujours la charrue avant les boeufs",Maxime Pouokam
2659,sQmiizoBGfM,Paul biya est l plus grande catastrophes pour ce pays,Paul biya est l plus grande catastrophes pour ce pays,International Tchatcho
4986,7ZXHcFfXK1I,Qui du RDPC est d’accord avec ces nouvelles taxes car ça ne fait que commencer l’assassinat à petit feu a commencé le pouvoir en place joue sur la division des populations jusqu’où?,Qui du RDPC est d’accord avec ces nouvelles taxes car ça ne fait que commencer l’assassinat à petit feu a commencé le pouvoir en place joue sur la division des populations jusqu’où?,Tchango International
4964,CmzuK-bzRjk,FREE FORNJINDAM🙏🙏🙏,FREE FORNJINDAM🙏🙏🙏,Tchango International
3260,Y1TPkxtpSFE,"Je suis très émue par tous vos enseignements sur notre culture Bantou et, je vous en remercie","Je suis très émue par tous vos enseignements sur notre culture Bantou et, je vous en remercie",Ben Hassan
9761,zm79DIK-KS0,Good talk👍,Good talk👍,Cyrille Nzouda
9984,wlIzR7NosJc,"Parler est une chose, faire une  autre chose wandah ne faut pas l'oublier.","Parler est une chose, faire une  autre chose wandah ne faut pas l'oublier.",Cyrille Nzouda
7805,1hIZDqKqoZI,"Faites des examens chez le podologue avant de porter des languettes 
Ce selon la forme du pieds et ca dépend à l endroit oû on sens mal 
Merci","Faites des examens chez le podologue avant de porter des languettes 
Ce selon la forme du pieds et ca dépend à l endroit oû on sens mal 
Merci",Merlin Mpoudeu
3404,axOtZVfISLg,Même si c’est le même Marteau 🔨 qui a frappé. Est-ce que c’est le même menuisier qui a utilisé ce marteau ? Que la volonté du Jésus du Cameroun 🇨🇲 soit faite sur les adultes 🧑 comme sur les enfants 👶 du wanderfulquistan. Volontémen du président,Même si c’est le même Marteau 🔨 qui a frappé. Est-ce que c’est le même menuisier qui a utilisé ce marteau ? Que la volonté du Jésus du Cameroun 🇨🇲 soit faite sur les adultes 🧑 comme sur les enfants 👶 du wanderfulquistan. Volontémen du président,Ben Hassan
8104,YNWehNO3iXs,"Why are some people  so heartless? My God ,I can't  believe","Why are some people  so heartless? My God ,I can't  believe",Serge Ewane
6067,wm8umd4XNQ8,Jonathan this ur main guest is a criminal.  He is an Atanga Nji boy,Jonathan this ur main guest is a criminal.  He is an Atanga Nji boy,Thierry Aubin Moukam
8720,ktqsy-cfWNw,"Franchement Equinoxe Tv, il faut que je vous fasse un critique sur cette émission, qui est pourtant une très bonne émission, mais votre présentatrice n'est vraiment pas à la Hauteur, en précisant que la critique c'est pour améliorer, trop de questions vides, trop de commentaires inutiles, trop de rires dont on ne comprend pas le fondement, l'émission est relax certes, mais des fois on dirais qu'il n'y a pas de conducteur, pour Ngannou c'était vraiment le summum de la vacuité. Svp si elle pouvait être un peu plus cadrée, avec des questions de fond. Je vous assure quand je regarde en direct et dans les commentaires, nombreux sont exaspérés. Merci de faire un effort Madame la présentatrice, des fois ça va, mais en général c'est très décousu.","Franchement Equinoxe Tv, il faut que je vous fasse un critique sur cette émission, qui est pourtant une très bonne émission, mais votre présentatrice n'est vraiment pas à la Hauteur, en précisant que la critique c'est pour améliorer, trop de questions vides, trop de commentaires inutiles, trop de rires dont on ne comprend pas le fondement, l'émission est relax certes, mais des fois on dirais qu'il n'y a pas de conducteur, pour Ngannou c'était vraiment le summum de la vacuité. Svp si elle pouvait être un peu plus cadrée, avec des questions de fond. Je vous assure quand je regarde en direct et dans les commentaires, nombreux sont exaspérés. Merci de faire un effort Madame la présentatrice, des fois ça va, mais en général c'est très décousu.",Serge Ewane
9924,R_sm-H7RGkY,"Est ce que meme en france l opposition fait passer des loi a l assemblee,ils sont minoritaire,alorsl essntiel c est de gagner le peuple pour gagner le pouvoir,alors il ne faut pas s arreter au bavardage et aux accusations futiles
*","Est ce que meme en france l opposition fait passer des loi a l assemblee,ils sont minoritaire,alorsl essntiel c est de gagner le peuple pour gagner le pouvoir,alors il ne faut pas s arreter au bavardage et aux accusations futiles
*",Cyrille Nzouda
8374,THbStGnesL0,Urgence construction de drainage,Urgence construction de drainage,Serge Ewane
1294,IE3GddVNHWg,"Carine soyez plus posée,  et moins agressive. Vous êtes trop sur la défensive lors des débats  ce n'est pas le match ou une question de bras de fer . Du reste vous êtes intelligente.","Carine soyez plus posée,  et moins agressive. Vous êtes trop sur la défensive lors des débats  ce n'est pas le match ou une question de bras de fer . Du reste vous êtes intelligente.",Charles Ndonzeu
7538,PAPTgLufgFU,Maboang raconte n importe quoi comment peut il nous dire que il ya aucun football a la fédération française de football ? Marc keller était quoi? A toi suivi le programme de luis fernandez qui veut reprendre la fédération française ?il veut remettre le footballeur au devant il a le soutien de plein d entre eux . Et les fédérations de football il y en na pleins qui sont dirigés par des footballeurs je peux citer kalusha suker etc il ya aussi sa contre-vérité sur bruno bellone qui oui a été aider par Tigana mais sa été 1 hasard heureux. Le problème c est le manque de politique sportive c est terrible quelqu'un qui est soit disant consultant de football qui vient comparer 1 enseignant à 1 football.,Maboang raconte n importe quoi comment peut il nous dire que il ya aucun football a la fédération française de football ? Marc keller était quoi? A toi suivi le programme de luis fernandez qui veut reprendre la fédération française ?il veut remettre le footballeur au devant il a le soutien de plein d entre eux . Et les fédérations de football il y en na pleins qui sont dirigés par des footballeurs je peux citer kalusha suker etc il ya aussi sa contre-vérité sur bruno bellone qui oui a été aider par Tigana mais sa été 1 hasard heureux. Le problème c est le manque de politique sportive c est terrible quelqu'un qui est soit disant consultant de football qui vient comparer 1 enseignant à 1 football.,Merlin Mpoudeu
1444,MXFYkwkxMVg,Le pays est risqué 😢,Le pays est risqué 😢,Charles Ndonzeu
8264,rtmeCe1lZ1Y,Il n'ya que des serveaux au MRC,Il n'ya que des serveaux au MRC,Serge Ewane
4294,LjOcyxdy48s,Bienvenue au wandafulkistan   Rdpc partie politique de bon à rien tous des zero 00000👹👹 on dit mobilisation les toto son chez eux ils dorment vous allez lire heure 💀💀🦶 un tintin comme sa,Bienvenue au wandafulkistan   Rdpc partie politique de bon à rien tous des zero 00000👹👹 on dit mobilisation les toto son chez eux ils dorment vous allez lire heure 💀💀🦶 un tintin comme sa,Tchango International
1828,AL-7zzB8pdk,"Non à la violence faite aux hommes, madame vient de me piquer avec un cure-dents","Non à la violence faite aux hommes, madame vient de me piquer avec un cure-dents",Charles Ndonzeu
2335,365OpKN28Gs,très belle émission,très belle émission,International Tchatcho
5667,kYHTyJfcEqQ,L'infidélité fait partie du mensonge !,L'infidélité fait partie du mensonge !,Cedric Sougang
6346,MQXV0Lwyh8k,"Representing CPDM is disgusting and shameful to think of. RDPC ce la honte au Cameroun, lassez le pouvoir ce n'est vous portable","Representing CPDM is disgusting and shameful to think of. RDPC ce la honte au Cameroun, lassez le pouvoir ce n'est vous portable",Thierry Aubin Moukam
6307,H4qQl8EYBTY,Demain tous dehors,Demain tous dehors,Thierry Aubin Moukam
9093,VX2aNMouYOc,That is just the beginning,That is just the beginning,Cyrille Nzouda
5819,v-lthE_rVKQ,Meka cinglé un fou laid plus que le porc Mouff,Meka cinglé un fou laid plus que le porc Mouff,Cedric Sougang
3940,3wsZKoQAOF0,😭😭😭😭😭. The mother's/ father's are all responsible for the death of those children. 😭😭😭RlP my brothers and sisters,😭😭😭😭😭. The mother's/ father's are all responsible for the death of those children. 😭😭😭RlP my brothers and sisters,Ben Hassan
896,OnmFR-Enoo4,ohh mr Duval la mort de georges  flyord n'est pas politique c'est une question de racisme par contre  l' arrestation de manifestants pacifiques est une dictature,ohh mr Duval la mort de georges  flyord n'est pas politique c'est une question de racisme par contre  l' arrestation de manifestants pacifiques est une dictature,Maxime Pouokam
5565,gmFQByXcL3w,"Vous attendez quoi pour parties popol ne vit les nation unis l'ont prouvé, vous n'êtes pas fatigué,  game Bongo est la depuis fichez le camp","Vous attendez quoi pour parties popol ne vit les nation unis l'ont prouvé, vous n'êtes pas fatigué,  game Bongo est la depuis fichez le camp",Cedric Sougang
8179,Ffvr3zUyqpk,This mum is alway coherent! that's important to imagine to take the power to govern our country. Thanks for all your analyses in various situations the country is now facing!,This mum is alway coherent! that's important to imagine to take the power to govern our country. Thanks for all your analyses in various situations the country is now facing!,Serge Ewane
8046,dm4KcB5ByPs,"TOO MUCH IN CAMAROON ! CRY , CRY, CRY !. I DEY TIRED.","TOO MUCH IN CAMAROON ! CRY , CRY, CRY !. I DEY TIRED.",Serge Ewane
4984,7ZXHcFfXK1I,Merci beaucoup à vous dans le plateau force et courage à vous,Merci beaucoup à vous dans le plateau force et courage à vous,Tchango International
4950,TutL4TnjWlU,"Autant choisir un Jury international qui organise et corrige le concours de l' ENAM en mondo vision sur equinoxe, Internet, crtv, Vision Merde.  Sans les bamilékés et les igbos , bref les biafrais en general, il n' y aurait eu NI UNE IDÉE JUIVE, ni la Torah et la Bible, ni l' Islam. Pourquoi donc continuer d' être irrité que nous soyions les meilleurs en toute chose où l' intelligence est requise? Tout comme les juifs?  Voila les bassas et SAWAS  dont le prof. Coevi Gomez et d' autres disent qu' ils sont venus d' Egypte avec nous. Alors que les bamis se construisent en faisant  intuitivement recours aux regles raffinées de géométrie appliquée , on se demande pourquoi les SAWAS vivent encore dans des planches calapotes  chez eux.  Un instant, in y a eu combien  de SAWAS a l' ENAM 2020? Ils ne disent rien, mais si c' est chier sur nous les bamis et parler d' allogènes, leur bouche est bien longue.","Autant choisir un Jury international qui organise et corrige le concours de l' ENAM en mondo vision sur equinoxe, Internet, crtv, Vision Merde.  Sans les bamilékés et les igbos , bref les biafrais en general, il n' y aurait eu NI UNE IDÉE JUIVE, ni la Torah et la Bible, ni l' Islam. Pourquoi donc continuer d' être irrité que nous soyions les meilleurs en toute chose où l' intelligence est requise? Tout comme les juifs?  Voila les bassas et SAWAS  dont le prof. Coevi Gomez et d' autres disent qu' ils sont venus d' Egypte avec nous. Alors que les bamis se construisent en faisant  intuitivement recours aux regles raffinées de géométrie appliquée , on se demande pourquoi les SAWAS vivent encore dans des planches calapotes  chez eux.  Un instant, in y a eu combien  de SAWAS a l' ENAM 2020? Ils ne disent rien, mais si c' est chier sur nous les bamis et parler d' allogènes, leur bouche est bien longue.",Tchango International
7192,JnX9rK1yQGM,C'est quand le régime biya doit partir que le cameroun pourrait connaître un nouveau départ,C'est quand le régime biya doit partir que le cameroun pourrait connaître un nouveau départ,Merlin Mpoudeu
6803,H-g4I1LaYqU,"Cyrille Sam Mbaka est d'une grande intelligence. On est pas au bar quand on discture avec lui, c'est costaud intellectuellement et ça fait du bien d'entendre un homme de son niveau.","Cyrille Sam Mbaka est d'une grande intelligence. On est pas au bar quand on discture avec lui, c'est costaud intellectuellement et ça fait du bien d'entendre un homme de son niveau.",Thierry Aubin Moukam
7352,81WRM1sRYtM,"When a bridge collapse and you send seven ministers there who are all going with an entourage and will all take per diem, what exactly do you think is the cost?","When a bridge collapse and you send seven ministers there who are all going with an entourage and will all take per diem, what exactly do you think is the cost?",Merlin Mpoudeu
9654,x0FV1WIr7sU,"SI TU LIKE LA CHAINE DU PEUPLE AVANT DE VISIONNER COMME MOI, VIENT POINTER ICI...","SI TU LIKE LA CHAINE DU PEUPLE AVANT DE VISIONNER COMME MOI, VIENT POINTER ICI...",Cyrille Nzouda
4387,tXqQNrXs83o,Merci équinoxe tv pour les efforts consentis chaque jour pour nous informer.Allez au delà du Cameroun pour nous rendre compte.rendez vous pour la côte d'Ivoire.,Merci équinoxe tv pour les efforts consentis chaque jour pour nous informer.Allez au delà du Cameroun pour nous rendre compte.rendez vous pour la côte d'Ivoire.,Tchango International
6929,dtLnmsVa9XE,Military coup in Cameroon before September 22nd. 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,Military coup in Cameroon before September 22nd. 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,Thierry Aubin Moukam
5575,-0TDElBplFU,Merci le père pour l’instant de bonheur et de rêve pour un Cameroun 🇨🇲 nouveau 🙏🙏,Merci le père pour l’instant de bonheur et de rêve pour un Cameroun 🇨🇲 nouveau 🙏🙏,Cedric Sougang
3327,gkGNQ-ghGE8,This will not change the Government,This will not change the Government,Ben Hassan
9973,aM5IET_P1So,"CE DUEL RESTERA DANS LES ANNALES DE L'HISTOIRE, NINTCHEU A LAISSE SON TESTAMENT POLITIQUE AVANT DE MOURIR COMME MBA NDAM!  IL A LAISSE CLAIR CE QU'IL VOUDRAIT QU'ON RETIENNE DE LUI: UN HOMME POLITIQUE POUR LE PEUPLE PAS POUR SON VENTRE, UN HOMME POLITIQUE LOYAL A SA FAMILLE POLITIQUE MEME QD IL YA DES DIVERGENCES AVEC SA POSITION PERSONNELLE, IL AFFIRME LA MAIN SUR LE COEUR QUE LE MRC AVEC SES RECLAMACIOTIONS ET SON MOT D'ORDRE DE MOBILISATION EST LA SEULE FORMULE POUR SAUVER LE CAMEROUN, BRAVO AUX 3 JOURNALISTES POUR LA QUALITE DE CET EMISION HAUTEMENT POLITIQUE, IL DEMONTRE EGALEMENT AVEC OU SANS RAISON AU MRC QUE ETRE DANS LES INSTITUTIONS PEUT ENCORE SERVIR DE QUELQUE CHOSE NON REJETABLE, IL NOUS DIT CLAIREMENT QU'IL EST LA BRANCHE DU MRC DANS LE SDF, .....AFFAIRE A SUIVRE!!!!!!","CE DUEL RESTERA DANS LES ANNALES DE L'HISTOIRE, NINTCHEU A LAISSE SON TESTAMENT POLITIQUE AVANT DE MOURIR COMME MBA NDAM!  IL A LAISSE CLAIR CE QU'IL VOUDRAIT QU'ON RETIENNE DE LUI: UN HOMME POLITIQUE POUR LE PEUPLE PAS POUR SON VENTRE, UN HOMME POLITIQUE LOYAL A SA FAMILLE POLITIQUE MEME QD IL YA DES DIVERGENCES AVEC SA POSITION PERSONNELLE, IL AFFIRME LA MAIN SUR LE COEUR QUE LE MRC AVEC SES RECLAMACIOTIONS ET SON MOT D'ORDRE DE MOBILISATION EST LA SEULE FORMULE POUR SAUVER LE CAMEROUN, BRAVO AUX 3 JOURNALISTES POUR LA QUALITE DE CET EMISION HAUTEMENT POLITIQUE, IL DEMONTRE EGALEMENT AVEC OU SANS RAISON AU MRC QUE ETRE DANS LES INSTITUTIONS PEUT ENCORE SERVIR DE QUELQUE CHOSE NON REJETABLE, IL NOUS DIT CLAIREMENT QU'IL EST LA BRANCHE DU MRC DANS LE SDF, .....AFFAIRE A SUIVRE!!!!!!",Cyrille Nzouda
6000,t7jVtJRJY7Q,9,9,Cedric Sougang
1532,IV1ZxCa8PHM,"Atanga Nji trouve toujours que tout ce qui n'est pas du RDPC ou de la tribut du President est dangereux pour son reigne. Donc il doit combattre tout, sauf lui-meme qui le poison # 1 dans le Cameroun","Atanga Nji trouve toujours que tout ce qui n'est pas du RDPC ou de la tribut du President est dangereux pour son reigne. Donc il doit combattre tout, sauf lui-meme qui le poison # 1 dans le Cameroun",Charles Ndonzeu
8958,g6WxR8ATn5Q,"Maîtrise de soi sur le panel : Dominique 1,5/5
Carine  : 1.5/5
Mbombog: 2/5
Donald 2.5/5
C'était le marché central .

Commentaire : Respectez le public svp","Maîtrise de soi sur le panel : Dominique 1,5/5
Carine  : 1.5/5
Mbombog: 2/5
Donald 2.5/5
C'était le marché central .

Commentaire : Respectez le public svp",Serge Ewane
8577,mj1toxJIBWs,"Merde pour un avocat, vraiment c'est décevant Cmt un homme normal ne peut à aucun cas reconnaître qu'il y a un laissez aller dans ce gouvernement. On va même faire Cmt avec ces gens merde","Merde pour un avocat, vraiment c'est décevant Cmt un homme normal ne peut à aucun cas reconnaître qu'il y a un laissez aller dans ce gouvernement. On va même faire Cmt avec ces gens merde",Serge Ewane
7800,K_Jv4WIvHZA,How this news short soo,How this news short soo,Merlin Mpoudeu
9801,bKvfPg9mtzc,"Ce que je ne comprends pas, c'est pourquoi les deux malfaiteurs sont menottés ensemble , pourtant c'est deux affaires très différentes .","Ce que je ne comprends pas, c'est pourquoi les deux malfaiteurs sont menottés ensemble , pourtant c'est deux affaires très différentes .",Cyrille Nzouda
